Metric,Value
Algorithm,TD3
Environment,CustomBipedalWalker-v3 (Hardcore with Bridges)
Episodes,1000
Success Rate (%),0.00
Mean Reward,231.98
Median Reward,244.26
Std Reward,42.58
Min Reward,-74.20
Max Reward,281.25
Mean Length,420.93
Std Length,77.62

Episode,Reward,Length
732,234.17,422
733,258.82,381
734,194.42,500
735,240.43,467
736,242.28,457
737,236.27,500
738,271.19,301
739,25.62,48
740,255.90,394
741,214.59,500
742,248.19,456
743,213.54,310
744,259.65,387
745,239.79,456
746,238.44,462
747,239.05,452
748,245.92,454
749,252.72,401
750,263.74,400
751,214.42,500
752,219.78,500
753,245.23,403
754,240.66,475
755,213.08,500
756,250.99,415
757,255.10,403
758,131.88,500
759,242.41,463
760,247.53,456
761,-74.20,500
762,194.60,500
763,257.83,406
764,231.33,500
765,249.93,457
766,242.64,472
767,251.18,403
768,239.29,459
769,251.81,410
770,267.87,351
771,258.28,347
772,231.44,396
773,263.31,336
774,255.07,402
775,267.13,334
776,157.87,500
777,266.80,344
778,226.53,500
779,176.60,500
780,166.61,312
781,259.74,295
782,244.06,454
783,276.91,293
784,148.83,193
785,218.45,500
786,237.11,470
787,160.12,500
788,269.25,337
789,242.82,471
790,256.05,388
791,261.01,345
792,253.52,386
793,251.18,398
794,255.56,402
795,248.38,407
796,173.67,333
797,253.77,366
798,251.76,415
799,217.75,500
800,243.83,448
801,203.38,500
802,165.82,418
803,268.36,342
804,200.10,500
805,238.27,457
806,211.95,500
807,189.71,500
808,225.12,500
809,243.31,453
810,241.26,470
811,248.97,445
812,218.88,500
813,181.11,500
814,251.35,411
815,202.34,500
816,237.81,468
817,247.42,407
818,265.64,336
819,251.49,444
820,241.80,473
821,249.18,418
822,255.21,405
823,212.19,500
824,243.11,407
825,268.59,321
826,244.28,446
827,249.90,452
828,250.67,405
829,253.52,402
830,248.01,426
831,267.72,337
832,211.58,500
833,254.34,400
834,256.94,409
835,251.94,352
836,266.30,341
837,258.75,387
838,49.36,500
839,275.65,287
840,173.81,405
841,237.96,474
842,240.66,457
843,247.27,415
844,229.08,500
845,270.35,342
846,245.92,459
847,220.66,500
848,242.80,446
849,250.63,429
850,255.18,394
851,253.59,404
852,253.81,405
853,200.58,359
