Metric,Value
Algorithm,SAC
Success Rate (%),0.20
Mean Reward,250.18
Median Reward,270.80
Std Reward,56.54
Min Reward,-65.22
Max Reward,301.98
Mean Length,405.37

Episode,Reward,Length
707,262.42,480
708,287.40,369
709,260.90,500
710,247.38,500
711,212.30,263
712,282.91,383
713,229.24,500
714,104.56,133
715,273.31,459
716,279.82,439
717,276.23,389
718,270.02,315
719,236.91,500
720,276.95,443
721,277.46,392
722,278.95,333
723,255.62,463
724,252.01,500
725,225.45,500
726,253.22,500
727,272.04,443
728,231.51,500
729,230.46,500
730,223.75,424
731,286.42,331
732,290.55,315
733,42.82,147
734,246.56,367
735,253.13,500
736,279.58,432
737,259.11,432
738,166.27,317
739,242.23,500
740,245.18,500
741,263.79,450
742,277.51,453
743,271.72,449
744,281.90,376
745,236.45,288
746,263.21,462
747,277.41,332
748,292.77,307
749,275.00,429
750,232.55,500
751,280.51,394
752,294.45,307
753,279.89,388
754,170.87,156
755,280.16,387
756,267.38,459
757,275.90,447
758,255.31,478
759,250.18,500
760,273.79,395
761,217.78,344
762,288.27,309
763,239.04,500
764,261.28,456
765,276.44,397
766,286.76,381
767,271.32,458
768,275.67,396
769,259.43,500
770,264.64,455
771,267.19,446
772,19.10,40
773,235.13,500
774,283.21,437
775,259.66,500
776,265.43,500
777,271.03,405
778,266.50,439
779,275.72,449
780,279.85,403
781,211.59,500
782,222.12,500
783,272.68,447
784,278.35,441
785,18.56,38
786,59.59,75
787,271.96,377
788,287.72,307
789,268.65,463
790,274.45,439
791,269.94,463
792,267.66,452
793,127.07,342
794,286.24,370
795,179.13,500
796,271.77,397
797,267.55,400
798,262.94,308
799,272.67,456
800,287.61,368
801,266.89,445
802,265.55,459
803,239.04,500
804,246.70,341
805,214.49,500
806,257.45,500
807,278.48,388
808,235.58,500
809,273.23,457
810,285.75,376
811,280.25,389
812,238.45,500
813,144.99,230
814,288.66,315
815,270.35,415
816,280.80,374
817,288.58,369
818,273.54,440
819,278.03,443
820,279.84,379
821,279.19,399
822,283.39,383
823,274.28,459
824,237.01,500
825,275.75,410
826,267.63,444
827,12.47,43
828,280.38,392
829,128.28,135
830,267.71,461
831,233.99,500
832,190.44,500
833,274.89,448
834,279.11,377
835,267.64,445
836,275.59,446
837,287.62,368
838,192.14,500
839,259.80,500
840,280.09,437
841,284.81,379
842,276.68,392
843,285.69,328
844,276.47,437
845,74.83,240
846,285.58,332
847,277.68,386
848,167.72,343
849,250.79,500
850,276.59,385
851,270.95,462
852,282.32,392
853,277.55,450
854,282.75,337
855,251.45,500
856,239.81,500
857,271.27,452
858,82.01,500
859,271.56,444
860,292.50,312
861,60.34,79
862,279.68,440
863,249.32,500
864,274.75,438
865,285.10,378
866,249.54,500
867,271.21,446
868,266.66,462
869,257.93,500
870,273.13,451
871,271.94,447
872,85.05,157
873,259.07,247
874,290.38,297
875,265.09,463
876,277.39,445
877,269.17,390
878,274.72,499
879,293.05,255
880,282.44,379
881,133.93,216
882,277.40,381
883,262.93,500
884,198.70,500
885,246.09,500
886,253.50,500
887,257.57,471
888,277.71,444
889,252.01,500
890,300.81,246
891,276.50,450
892,272.05,456
893,225.14,363
894,242.87,500
895,249.44,500
896,271.57,459
897,243.01,500
898,294.31,251
899,276.65,383
900,273.12,390
901,292.62,309
902,273.67,372
903,66.99,113
904,219.49,500
905,271.54,451
906,281.94,381
907,247.98,500
908,246.65,500
909,284.25,382
910,99.61,185
911,231.12,500
912,234.93,431
913,237.82,500
914,243.39,500
915,280.32,391
916,276.35,454
917,277.78,437
918,268.82,466
919,272.47,449
920,73.10,171
921,282.76,338
922,268.84,469
923,230.42,500
924,274.84,442
925,245.77,500
926,22.78,130
927,275.67,352
928,206.81,500
929,278.64,440
930,20.19,500
931,253.75,500
932,213.51,500
933,248.05,500
934,263.44,441
935,290.67,308
936,290.94,320
937,284.24,376
938,255.55,491
939,262.15,500
940,257.93,500
941,265.41,410
942,271.95,399
943,278.21,345
944,265.06,447
945,271.86,453
946,279.84,446
947,271.63,458
948,274.66,386
949,272.72,409
