Metric,Value
Algorithm,SAC
Success Rate (%),98.20
Mean Reward,315.90
Median Reward,320.09
Std Reward,32.27
Min Reward,-43.73
Max Reward,322.22
Mean Length,711.66

Episode,Reward,Length
388,320.47,704
389,321.04,713
390,319.26,709
391,319.91,715
392,319.02,722
393,319.99,713
394,319.91,711
395,321.23,701
396,319.89,712
397,320.45,715
398,319.74,709
399,319.81,713
400,319.90,714
401,319.17,721
402,317.62,742
403,320.07,720
404,320.42,715
405,320.32,717
406,320.56,703
407,319.09,730
408,321.06,703
409,320.08,719
410,319.79,717
411,319.52,713
412,320.42,718
413,319.97,701
414,318.86,716
415,319.44,711
416,320.43,702
417,318.77,737
418,320.79,718
419,316.65,732
420,320.42,711
421,319.93,711
422,319.27,737
423,320.73,709
424,320.18,720
425,319.19,723
426,320.91,712
427,320.69,716
428,320.86,709
429,320.41,710
430,319.61,718
431,320.19,706
432,320.63,717
433,319.34,728
434,319.72,713
435,319.96,722
436,320.19,710
437,318.04,728
438,320.37,715
439,319.56,726
440,320.27,700
441,319.42,718
442,320.22,716
443,320.77,706
444,320.76,706
445,320.99,697
446,320.17,716
447,320.50,707
448,319.89,726
449,321.09,709
450,319.43,711
451,318.88,713
452,319.93,707
453,319.47,720
454,320.71,704
455,320.64,701
456,320.27,701
457,127.95,536
458,315.40,743
459,319.74,709
460,319.51,723
461,320.69,711
462,320.54,708
463,319.68,705
464,321.07,707
465,320.33,706
466,320.10,715
467,320.32,726
468,319.90,711
469,320.95,705
470,320.41,717
471,319.94,723
472,320.31,707
473,320.67,718
474,320.51,707
475,319.40,722
476,317.72,719
477,321.43,702
478,321.65,701
479,320.35,713
480,317.52,718
481,319.55,709
482,319.03,727
483,320.06,709
484,320.60,699
485,88.06,458
486,320.07,704
487,320.78,708
488,320.16,709
489,320.54,709
490,321.40,701
491,318.49,749
492,319.81,709
493,319.65,711
494,319.12,714
495,320.08,704
496,318.99,712
497,319.80,712
498,320.82,713
499,320.20,708
500,318.30,731
501,319.27,718
502,318.91,719
503,320.18,718
504,318.85,731
505,319.21,716
506,320.22,709
507,177.36,661
508,319.44,722
509,319.22,724
510,319.15,725
511,319.93,714
512,321.15,707
513,319.36,719
514,320.47,705
515,319.90,716
516,320.32,713
517,319.57,713
518,320.88,697
519,320.60,706
520,320.03,708
521,320.07,706
522,320.67,711
523,319.84,722
524,319.97,702
525,320.59,713
526,318.91,723
527,320.43,709
528,320.60,718
529,320.51,710
530,320.23,712
531,319.04,728
532,319.53,718
533,319.84,706
534,319.53,711
535,318.79,719
536,319.99,716
537,320.29,714
538,319.09,733
539,320.44,707
540,319.96,721
541,321.14,703
542,317.91,724
543,320.29,708
544,319.91,715
545,320.38,719
546,320.35,703
547,321.02,708
548,320.40,721
549,320.25,709
550,321.44,703
551,319.36,716
552,321.03,699
553,319.56,718
554,318.37,714
555,320.53,712
556,320.64,710
557,319.91,719
558,319.43,727
559,318.58,715
560,320.25,713
561,319.33,717
562,319.30,717
563,319.94,712
564,320.68,706
565,321.34,702
566,319.98,717
567,319.35,719
568,319.36,714
569,320.78,715
570,321.56,707
571,320.77,701
572,321.72,707
573,320.25,710
574,320.98,690
575,319.97,715
576,319.11,725
577,321.17,700
578,319.76,733
579,320.15,708
580,319.69,710
581,320.04,709
582,319.72,710
583,319.82,714
584,320.29,709
585,319.97,711
586,319.93,714
587,321.10,710
588,320.16,719
589,320.25,712
590,318.93,720
591,319.56,711
592,320.64,704
593,319.74,716
594,320.15,713
595,321.11,700
596,320.32,705
597,320.59,718
598,320.18,709
599,321.17,705
600,320.01,721
601,319.85,712
602,319.73,708
603,320.56,721
604,319.07,718
605,319.63,703
606,320.17,715
607,320.40,712
608,319.77,715
609,320.56,715
610,322.22,696
611,321.22,702
612,318.47,751
613,319.69,711
614,320.07,713
615,317.24,740
616,319.63,718
617,319.54,730
618,320.09,727
619,319.89,713
620,320.16,708
621,321.33,701
622,320.62,708
623,320.19,712
624,319.74,715
625,320.54,706
626,318.56,740
627,320.94,712
628,321.01,696
629,318.25,738
630,320.32,715
631,320.08,711
632,320.02,704
633,-43.73,196
634,320.49,714
635,319.11,736
636,319.61,722
637,319.72,714
638,320.56,710
639,319.23,708
640,320.75,714
641,318.91,722
642,320.85,709
643,196.34,687
644,316.25,746
645,320.98,709
646,320.47,706
647,320.14,720
648,319.93,726
649,319.14,725
650,320.83,706
651,320.24,713
652,320.55,705
653,320.17,721
654,321.05,707
655,320.06,711
656,319.96,711
657,320.93,704
658,318.37,725
659,320.22,705
660,319.89,721
661,319.85,718
662,318.89,726
663,320.51,702
664,320.83,701
665,316.83,738
666,321.55,712
667,320.54,709
668,319.73,715
669,320.18,707
670,319.30,712
671,-4.52,278
672,320.42,709
673,320.67,718
674,320.15,707
675,319.54,711
676,319.96,707
677,317.10,762
678,321.69,716
679,321.07,700
680,318.73,724
681,320.25,711
682,321.52,704
683,319.54,728
684,318.32,726
685,319.56,714
686,320.08,714
687,320.98,703
688,318.97,724
689,321.37,705
690,320.17,707
691,319.73,715
692,320.90,701
693,320.17,708
694,319.38,705
695,318.76,731
696,319.67,714
697,319.19,726
698,320.35,707
699,320.34,714
700,320.49,707
701,320.78,707
702,320.36,709
703,319.20,720
704,205.14,702
705,320.35,708
706,320.90,704
707,320.58,708
708,316.57,721
709,318.41,730
710,319.11,720
711,321.08,702
712,319.92,714
713,317.48,736
714,319.60,719
715,320.00,708
716,319.38,721
717,320.16,721
718,319.03,728
719,320.39,713
720,321.28,701
721,320.23,712
722,319.64,721
723,319.72,709
724,321.05,694
725,320.28,714
726,320.13,725
727,320.83,697
728,321.21,703
729,321.04,699
730,320.98,705
731,320.53,713
732,319.50,711
733,320.94,713
734,320.41,701
735,319.62,710
736,321.21,711
737,320.44,706
738,320.28,710
739,320.06,708
740,318.59,727
741,320.38,702
742,321.16,696
743,320.06,713
744,319.74,711
745,320.12,718
746,320.59,712
747,320.04,724
748,321.30,713
749,320.08,706
750,319.75,705
751,320.36,717
752,320.24,710
753,320.15,710
754,318.92,723
755,318.94,723
756,320.27,719
757,320.55,717
758,321.69,697
759,319.76,710
760,320.63,721
761,320.19,708
762,321.05,704
763,319.66,723
764,320.06,719
765,320.07,705
766,320.07,706
767,319.28,728
768,320.33,706
769,319.36,707
770,320.22,716
771,321.02,706
772,320.13,706
773,319.83,724
774,319.33,729
775,320.41,700
776,320.14,713
777,320.76,703
778,320.99,705
779,320.73,704
780,319.46,718
781,320.44,712
782,320.40,698
783,319.81,703
784,320.18,711
785,318.47,742
786,321.18,705
787,319.93,716
788,320.15,714
789,319.81,707
790,319.68,717
791,319.59,721
792,317.84,728
793,319.88,713
794,320.98,712
795,318.87,717
796,319.79,712
797,320.64,701
798,319.59,719
799,320.49,725
800,320.40,709
801,77.88,445
802,319.78,706
803,320.57,699
804,319.19,728
805,319.49,719
806,320.11,711
807,318.95,733
808,320.83,717
809,320.88,709
810,319.43,729
811,320.41,705
812,320.53,715
813,320.17,696
814,320.25,716
815,318.83,719
816,320.61,691
817,319.97,709
818,320.12,704
819,319.52,717
820,319.30,720
821,320.56,710
822,320.61,715
823,320.79,703
824,320.67,717
825,319.80,711
826,319.66,705
827,320.63,700
828,319.52,713
829,320.85,711
830,320.05,703
831,320.14,715
832,319.84,709
833,319.72,704
834,320.12,710
835,320.52,709
836,320.62,713
837,320.30,711
838,319.50,722
839,319.03,727
840,319.43,709
841,319.06,725
842,320.58,714
843,318.96,715
844,319.54,734
845,319.32,723
846,321.56,691
847,320.15,704
848,320.64,715
849,321.40,693
850,319.65,717
851,321.73,708
852,319.83,716
853,320.66,707
854,319.79,717
855,317.49,747
856,320.97,704
857,317.86,731
858,318.15,718
859,318.78,730
860,320.67,702
861,320.17,714
862,318.21,732
863,320.42,715
864,320.20,709
865,319.65,707
866,319.52,723
867,319.01,724
868,319.81,713
869,321.11,693
870,320.16,703
871,320.18,712
872,319.65,723
873,320.42,711
874,318.57,725
875,320.46,705
876,319.41,720
877,316.84,746
878,319.34,721
879,320.40,706
880,320.62,712
881,-41.67,1600
882,320.19,710
883,319.68,717
884,148.67,573
885,320.57,706
886,319.84,713
887,318.80,724
888,317.90,733
889,320.86,713
890,320.44,701
891,319.59,721
892,320.05,708
893,319.68,728
894,319.75,708
895,320.87,702
896,319.16,719
897,320.29,713
898,319.02,737
899,320.55,700
900,321.65,714
901,320.87,702
902,318.07,730
903,320.07,716
904,319.30,707
905,320.78,713
906,319.98,707
907,320.79,699
908,321.04,701
909,319.91,714
910,320.45,714
911,320.57,704
912,320.02,708
913,320.27,704
914,320.35,718
915,319.30,713
916,321.55,706
917,320.37,705
918,320.22,719
919,318.98,723
920,321.78,695
921,320.69,702
922,319.65,732
923,320.22,717
924,319.88,712
925,319.88,719
926,320.45,716
927,320.77,708
928,320.68,701
929,321.08,707
930,320.12,707
931,318.82,716
932,319.35,710
933,318.75,726
934,320.48,709
935,318.06,731
936,321.07,704
937,319.58,718
938,320.00,720
939,317.89,725
940,319.75,712
941,320.14,716
942,321.73,708
943,320.35,720
944,161.32,627
945,319.20,718
946,320.57,704
947,320.60,717
948,320.47,720
949,318.85,721
950,320.00,721
951,321.69,709
952,320.16,704
953,320.52,713
954,320.17,699
955,320.57,710
956,320.60,713
957,320.87,701
958,319.99,706
959,319.79,721
960,28.62,332
961,320.16,712
962,320.48,705
963,320.34,709
964,319.98,713
965,320.95,711
966,319.80,720
967,319.89,714
968,320.84,700
969,318.37,731
970,319.77,725
971,319.79,717
972,320.09,704
973,319.69,720
974,-2.52,292
975,317.45,738
976,320.27,710
977,320.03,707
978,319.81,712
979,319.09,732
980,320.93,703
981,320.45,715
982,319.04,721
983,319.32,721
984,320.84,708
985,321.43,706
986,320.30,710
987,319.92,708
988,320.57,711
989,319.01,720
990,318.98,735
991,320.29,716
992,319.83,724
993,320.35,707
994,320.50,701
995,319.06,738
996,319.13,716
997,319.75,702
998,320.34,710
999,318.88,725
1000,318.70,716
