Metric,Value
Algorithm,SAC
Success Rate (%),0.30
Mean Reward,284.15
Median Reward,288.15
Std Reward,25.63
Min Reward,10.90
Max Reward,301.64
Mean Length,253.27

Episode,Reward,Length
388,282.69,252
389,286.96,255
390,290.85,259
391,287.27,259
392,286.13,267
393,296.68,249
394,283.89,257
395,293.97,256
396,289.32,263
397,289.60,260
398,284.76,252
399,264.09,255
400,290.05,250
401,290.66,258
402,283.54,257
403,295.45,250
404,291.98,263
405,295.44,248
406,294.80,247
407,294.01,255
408,292.38,250
409,273.51,274
410,289.53,257
411,296.89,252
412,285.79,251
413,293.76,254
414,285.15,249
415,287.97,253
416,278.60,260
417,283.63,259
418,289.50,255
419,284.49,255
420,292.22,254
421,292.95,240
422,280.55,272
423,271.74,284
424,286.14,262
425,292.77,256
426,288.16,254
427,289.51,252
428,291.43,254
429,288.93,257
430,286.74,250
431,275.38,280
432,295.81,254
433,281.41,256
434,300.02,234
435,294.02,254
436,290.31,265
437,294.05,240
438,287.03,248
439,287.61,256
440,297.30,251
441,288.99,259
442,291.76,252
443,291.98,256
444,287.16,255
445,294.94,254
446,287.67,254
447,295.27,244
448,283.36,261
449,294.93,249
450,290.07,256
451,294.89,257
452,286.15,256
453,281.77,260
454,291.98,253
455,292.26,246
456,291.24,254
457,280.94,273
458,287.83,251
459,284.98,264
460,293.40,252
461,294.21,252
462,283.94,261
463,285.19,270
464,285.69,258
465,288.21,252
466,287.25,259
467,283.42,264
468,291.98,246
469,291.16,251
470,287.41,253
471,293.73,251
472,284.80,254
473,277.92,268
474,290.71,250
475,284.21,255
476,280.47,254
477,293.53,242
478,293.58,248
479,294.41,249
480,290.98,248
481,289.48,255
482,288.87,259
483,280.69,257
484,278.25,261
485,281.46,262
486,270.77,272
487,292.55,246
488,51.82,61
489,155.22,176
490,284.18,257
491,294.21,253
492,291.82,252
493,288.83,258
494,281.44,253
495,284.78,263
496,284.09,252
497,278.31,260
498,282.30,262
499,287.09,250
500,296.69,250
501,287.75,254
502,284.42,264
503,200.93,181
504,295.20,252
505,296.36,258
506,292.98,250
507,134.93,158
508,281.89,272
509,289.51,253
510,270.90,272
511,282.03,257
512,292.25,240
513,281.96,253
514,298.11,242
515,297.12,257
516,281.68,259
517,288.04,260
518,277.91,262
519,284.64,253
520,284.82,261
521,281.51,267
522,292.95,247
523,293.31,247
524,294.41,253
525,277.02,264
526,278.26,257
527,290.59,251
528,290.81,254
529,289.26,253
530,291.87,255
531,286.16,264
532,291.22,261
533,291.58,256
534,288.87,247
535,287.49,254
536,287.58,254
537,293.09,247
538,292.15,249
539,292.66,255
540,273.37,262
541,288.14,262
542,285.66,261
543,292.62,262
544,289.25,256
545,290.19,254
546,295.92,251
547,265.38,285
548,282.15,269
549,290.98,267
550,283.94,256
551,294.13,244
552,289.76,248
553,279.69,256
554,284.04,271
555,298.28,251
556,282.81,250
557,290.62,251
558,291.28,251
559,295.71,251
560,290.29,248
561,290.93,247
562,282.56,266
563,292.13,257
564,287.46,264
565,279.48,269
566,289.06,258
567,295.21,244
568,280.76,259
569,281.01,256
570,292.92,251
571,297.07,247
572,284.90,257
573,284.71,249
574,292.63,255
575,288.35,259
576,291.72,246
577,283.37,262
578,289.10,258
579,298.26,248
580,280.51,268
581,284.84,246
582,285.32,252
583,283.82,261
584,291.35,253
585,284.74,257
586,290.49,258
587,289.96,255
588,293.95,254
589,294.03,253
590,290.41,262
591,279.26,256
592,285.35,254
593,288.39,263
594,295.04,245
595,288.13,256
596,295.10,244
597,287.47,260
598,279.67,266
599,295.30,248
600,289.69,254
601,270.99,273
602,286.72,262
603,292.46,256
604,280.33,266
605,289.29,261
606,296.24,243
607,289.28,255
608,292.43,244
609,293.35,243
610,275.76,255
611,285.19,259
612,289.84,257
613,286.90,252
614,290.59,253
615,289.32,264
616,268.91,271
617,291.53,254
618,289.60,249
619,297.84,246
620,284.72,260
621,280.24,265
622,289.37,252
623,289.10,255
624,286.03,254
625,296.04,241
626,281.70,257
627,289.89,261
628,294.80,243
629,284.76,256
630,284.72,262
631,293.54,252
632,288.68,257
633,288.91,249
634,289.21,259
635,288.45,255
636,293.56,242
637,291.85,252
638,291.63,257
639,281.28,256
640,292.21,246
641,276.24,268
642,287.64,249
643,292.84,246
644,295.70,249
645,286.06,254
646,286.74,258
647,290.87,255
648,287.88,245
649,293.47,258
650,295.54,250
651,288.86,255
652,292.17,257
653,281.82,265
654,281.33,254
655,290.97,247
656,283.01,258
657,282.89,260
658,282.00,263
659,291.88,251
660,279.71,263
661,210.65,201
662,279.03,263
663,285.25,255
664,295.52,250
665,290.09,258
666,278.41,262
667,213.90,222
668,290.80,251
669,291.50,252
670,289.56,236
671,289.42,254
672,281.20,252
673,293.67,249
674,292.01,253
675,289.58,250
676,290.20,250
677,280.69,257
678,286.60,260
679,295.49,253
680,284.35,263
681,295.16,249
682,279.21,280
683,283.50,264
684,276.32,272
685,284.94,255
686,282.23,262
687,291.76,259
688,291.62,259
689,284.17,256
690,294.79,261
691,283.40,255
692,293.41,248
693,291.32,253
694,296.39,247
695,275.19,261
696,290.08,248
697,287.63,260
698,291.34,251
699,293.30,251
700,294.63,247
701,294.16,245
702,295.98,254
703,284.70,258
704,285.94,258
705,280.09,265
706,283.81,257
707,279.97,259
708,292.41,254
709,284.21,246
710,280.94,265
711,289.82,262
712,286.19,270
713,285.85,260
714,285.96,262
715,289.39,250
716,275.75,280
717,289.25,252
718,288.23,256
719,287.14,249
720,292.66,248
721,286.28,254
722,297.14,247
723,286.54,260
724,294.68,256
725,287.84,255
726,282.09,254
727,277.79,264
728,280.42,265
729,289.03,255
730,291.05,256
731,290.06,253
732,285.31,251
733,292.86,247
734,287.58,255
735,298.02,254
736,288.33,256
737,290.88,253
738,283.24,258
739,289.20,249
740,282.13,264
741,286.76,249
742,298.74,241
743,291.67,255
744,291.26,250
745,286.90,249
746,285.15,254
747,291.81,255
748,291.00,262
749,290.62,259
750,288.14,249
751,283.56,265
752,285.34,256
753,275.53,261
754,295.43,252
755,287.69,249
756,291.93,248
757,296.80,244
758,285.96,265
759,296.46,243
760,294.03,249
761,290.08,256
762,285.69,261
763,290.05,254
764,292.36,244
765,289.50,251
766,288.56,252
767,292.53,253
768,279.96,257
769,289.43,251
770,290.42,261
771,292.99,257
772,294.25,254
773,285.62,261
774,279.60,268
775,293.95,254
776,292.50,260
777,288.56,259
778,285.04,271
779,292.26,252
780,285.69,247
781,291.78,248
782,274.74,255
783,267.61,266
784,282.89,254
785,293.54,258
786,284.18,269
787,284.54,249
788,275.67,270
789,289.25,255
790,85.09,105
791,286.40,266
792,289.46,257
793,273.61,266
794,283.86,264
795,283.27,251
796,273.03,277
797,284.67,264
798,273.18,258
799,284.51,260
800,296.28,249
801,280.91,267
802,286.72,254
803,284.77,251
804,280.85,264
805,288.52,256
806,284.91,251
807,287.80,264
808,283.42,266
809,240.61,214
810,294.40,254
811,296.08,246
812,292.55,246
813,285.23,265
814,292.67,259
815,297.92,248
816,293.71,243
817,287.94,253
818,287.31,253
819,284.12,261
820,288.38,261
821,288.77,261
822,292.43,248
823,291.19,250
824,292.28,251
825,286.31,261
826,282.11,268
827,289.58,251
828,281.40,257
829,281.90,266
830,292.72,258
831,236.07,225
832,290.78,254
833,291.08,251
834,294.16,244
835,281.08,259
836,293.72,250
837,294.04,256
838,226.76,234
839,289.64,258
840,287.71,257
841,295.24,248
842,289.78,264
843,291.38,258
844,288.82,254
845,292.39,253
846,285.39,255
847,285.43,252
848,279.79,264
849,289.82,263
850,289.82,252
851,293.96,254
852,281.06,265
853,289.51,256
854,282.69,259
855,289.59,256
856,288.49,256
857,292.41,260
858,285.71,255
859,297.74,251
860,291.18,250
861,288.11,261
862,291.36,249
863,290.89,253
864,286.49,248
865,288.87,250
866,282.18,256
867,291.03,260
868,300.53,251
869,283.34,259
870,287.02,274
871,283.81,249
872,293.93,251
873,275.29,271
874,280.71,255
875,281.67,261
876,292.91,253
877,280.60,266
878,292.87,243
879,290.18,254
880,280.82,257
881,278.93,260
882,283.25,259
883,285.44,259
884,292.01,253
885,288.54,259
886,293.48,255
887,287.43,249
888,286.27,250
889,282.47,265
890,292.94,257
891,290.43,259
892,295.90,245
893,283.33,257
894,277.84,271
895,299.91,238
896,284.52,258
897,283.94,261
898,49.44,77
899,294.36,255
900,281.73,266
901,283.64,261
902,206.16,206
903,291.57,250
904,295.82,249
905,282.63,256
906,271.37,264
907,293.42,250
908,30.64,59
909,294.99,249
910,291.04,252
911,291.55,246
912,286.91,253
913,289.78,254
914,278.87,261
915,282.99,260
916,292.74,254
917,274.38,280
918,285.49,260
919,292.08,250
920,296.56,241
921,289.33,258
922,284.92,251
923,286.32,254
924,289.66,255
925,287.53,245
926,11.30,50
927,294.29,253
928,289.89,249
929,295.54,244
930,285.98,259
931,290.52,255
932,291.75,258
933,296.91,242
934,291.01,257
935,293.06,255
936,286.37,249
937,285.61,265
938,285.37,263
939,283.77,265
940,285.28,259
941,294.83,262
942,288.51,264
943,278.68,261
944,107.50,122
945,287.69,257
946,289.13,251
947,274.83,265
948,281.07,262
949,290.96,247
950,290.53,254
951,291.41,251
952,281.92,261
953,291.29,261
954,285.21,260
955,289.15,248
956,288.77,255
957,273.33,267
958,288.74,253
959,286.84,254
960,284.07,265
961,280.41,253
962,281.14,271
963,287.84,247
964,290.82,258
965,287.86,254
966,287.93,254
967,271.84,266
968,288.30,249
969,298.05,251
970,287.04,264
971,289.11,259
972,290.71,257
973,282.41,256
974,290.84,242
975,290.33,252
976,290.85,258
977,287.52,252
978,293.24,252
979,288.82,246
980,291.05,255
981,291.56,252
982,287.01,256
983,295.54,248
984,286.25,252
985,288.06,262
986,288.71,259
987,293.82,253
988,280.76,261
989,297.12,244
990,286.18,259
991,281.25,264
992,295.54,243
993,282.67,262
994,276.45,268
995,286.62,255
996,292.94,254
997,285.09,261
998,294.88,248
999,111.18,126
1000,293.97,254
